VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MELEE	RESIST_WIND	RESIST_POISON	RESIST_BLEEDING	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE	DESPAWN_TIME
7064	??	S_PAWN	MONSTER	MELEE	81	100	AGGR	0	DESERT		0	evil_eye	0	78	104	52	20	173	320	5523	7	5	52200	78300	80670	70	110	100	100	2000	150	2007064	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7065	??	S_PAWN	MONSTER	MELEE	81	100	AGGR	0	DESERT		0	giant_scorpion	0	79	105	52	20	225	275	5676	7	5	52900	79600	81960	71	110	80	100	2000	150	2007065	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7066	??	KNIGHT	MONSTER	MELEE	82	100	AGGR	0	DESERT	POISON	0	scorpionman_sword	0	79	105	53	20	176	329	5834	7	5	58700	88000	83280	72	120	120	100	2000	150	2007066	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7067	??	S_PAWN	MONSTER	MELEE	83	100	AGGR	0	DESERT	POISON	0	scorpionman_bow	0	81	107	53	20	176	329	7778	12	10	87500	131400	138780	72	70	70	100	2000	850	2007067	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7068	??	KNIGHT	MONSTER	MELEE	83	100	AGGR	0	DESERT	POISON	0	snakeman_sword	0	108	53	81	21	230	283	7993	12	10	88900	133400	140940	73	120	110	100	2000	150	2007068	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7069	??	KNIGHT	MONSTER	MELEE	84	100	AGGR	0	DESERT	POISON	0	snakeman_bow	0	109	82	55	21	182	338	8207	7	5	90200	135200	143100	75	70	110	100	2000	850	2007069	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7070	??	S_KNIGHT	MONSTER	MELEE	85	100	AGGR	0	DESERT		0	outlaw	0	129	126	55	21	182	338	12823	7	10	114800	172300	286200	75	110	120	100	2000	150	2007070	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7071	??	S_PAWN	MONSTER	MELEE	33	100	AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	37	49	25	12	73	89	1733	10	9	56000	84000	55860	39	110	130	100	2000	150	2007071	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7072	??	S_PAWN	MONSTER	MELEE	35	100	AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	38	25	50	13	59	110	1852	10	9	59200	88800	59220	41	110	130	100	2000	850	2007072	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7073	??	KNIGHT	MONSTER	MELEE	36	100	AGGR	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	38	50	25	13	78	95	3010	5	9	60800	91200	121800	42	110	130	100	2000	150	2007073	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7074	??	KNIGHT	MONSTER	POWER	38	100	AGGR	0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	26	39	51	13	63	117	3249	5	9	64000	96000	128520	44	110	130	100	2000	150	2007074	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7075	??	S_KNIGHT	MONSTER	POWER	40	100	AGGR	0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	51	26	39	13	66	122	3500	5	9	67200	100800	135240	46	110	130	100	2000	150	2007075	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7076	??	S_PAWN	MONSTER	MELEE	54	100	AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	69	52	35	17	109	134	2433	7	2	27800	41700	39060	62	110	130	100	2000	150	2007076	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7077	??	S_PAWN	MONSTER	MELEE	54	100	AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	69	52	35	17	110	146	3244	12	7	38200	57300	65100	62	110	130	100	2000	850	2007077	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7078	??	KNIGHT	MONSTER	MELEE	55	100	AGGR	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	71	53	35	18	112	161	2508	7	2	28300	42400	39780	63	110	130	100	2000	150	2007078	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7079	??	KNIGHT	MONSTER	POWER	56	100	AGGR	0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	72	54	36	18	113	138	5382	7	7	48200	72300	135000	64	110	130	100	2000	150	2007079	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7080	??	S_KNIGHT	MONSTER	POWER	57	100	AGGR	0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	73	55	37	18	115	140	5542	7	7	49000	73500	137400	65	110	130	100	2000	150	2007080	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7081	??	S_PAWN	MONSTER	MELEE	82	100	AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	79	105	53	20	176	329	5834	7	5	58700	88000	83280	72	110	130	100	2000	150	2007081	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7082	??	S_PAWN	MONSTER	MELEE	83	100	AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	81	107	53	20	176	329	7778	12	10	87500	131400	138780	72	110	130	100	2000	850	2007082	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7083	??	KNIGHT	MONSTER	MELEE	83	100	AGGR	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	108	53	81	21	230	283	7993	12	10	88900	133400	140940	73	110	130	100	2000	150	2007083	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7084	??	KNIGHT	MONSTER	POWER	84	100	AGGR	0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	109	82	55	21	182	338	8207	7	5	90200	135200	143100	75	110	130	100	2000	150	2007084	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7085	??	S_KNIGHT	MONSTER	POWER	85	100	AGGR	0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	129	126	55	21	182	338	12823	7	10	114800	172300	286200	75	110	130	100	2000	150	2007085	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7086	??	PAWN	MONSTER	MELEE	35	100		0	ATT_EARTH		0	ent_guru	0	38	25	50	13	59	110	1852	10	9	59200	88800	59220	41	130	100	100	2000	150	2007086	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7087	??	S_PAWN	MONSTER	MELEE	36	100		0	ATT_EARTH		0	ent_hu	0	38	50	25	13	78	95	3010	5	9	60800	91200	121800	42	110	100	100	2000	650	2007087	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7088	??	S_PAWN	MONSTER	MELEE	38	100		0	ATT_EARTH		0	ent_red	0	26	39	51	13	63	117	3249	5	9	64000	96000	128520	44	125	100	100	2000	150	2007088	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7089	??	KNIGHT	MONSTER	MELEE	40	100	AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_black	0	51	26	39	13	66	122	3500	5	9	67200	100800	135240	46	125	100	100	2000	150	2007089	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7090	??	PAWN	MONSTER	MELEE	54	100		0	ATT_EARTH		0	ent_guru	0	69	52	35	17	110	146	3244	12	7	38200	57300	65100	62	130	100	100	2000	150	2007090	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7091	??	S_PAWN	MONSTER	MELEE	55	100		0	ATT_EARTH		0	ent_hu	0	71	53	35	18	112	161	2508	7	2	28300	42400	39780	63	110	100	100	2000	650	2007091	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7092	??	S_PAWN	MONSTER	MELEE	56	100		0	ATT_EARTH		0	ent_red	0	72	54	36	18	113	138	5382	7	7	48200	72300	135000	64	125	100	100	2000	150	2007092	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7093	??	KNIGHT	MONSTER	MELEE	57	100	AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_black	0	73	55	37	18	115	140	5542	7	7	49000	73500	137400	65	125	100	100	2000	150	2007093	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7094	??	PAWN	MONSTER	MELEE	83	100		0	ATT_EARTH		0	ent_guru	0	81	107	53	20	176	329	7778	12	10	87500	131400	138780	72	130	100	100	2000	150	2007094	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7095	??	S_PAWN	MONSTER	MELEE	83	100		0	ATT_EARTH		0	ent_hu	0	108	53	81	21	230	283	7993	12	10	88900	133400	140940	73	110	100	100	2000	650	2007095	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7096	??	S_PAWN	MONSTER	MELEE	84	100		0	ATT_EARTH		0	ent_red	0	109	82	55	21	182	338	8207	7	5	90200	135200	143100	75	125	100	100	2000	150	2007096	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7101	??	KNIGHT	MONSTER	MELEE	100	100	NOMOVE	0		STUN,SLOW,TERROR	0	guild_target_daepo	0	0	0	90	0	0	0	200000	10	1	114800	172300	3000000	100	101	101	0	2000	150	2007101	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7102	??	KNIGHT	MONSTER	MELEE	100	100	NOMOVE	0		STUN,SLOW,TERROR	0	guild_target_daepo	0	0	0	90	0	0	0	200000	10	3	114800	172300	3000000	100	101	101	0	2000	150	2007102	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7103	??	KNIGHT	MONSTER	MELEE	100	100	NOMOVE	0		STUN,SLOW,TERROR	0	guild_target_hwacha	0	0	0	90	0	0	0	200000	20	1	114800	172300	3000000	150	101	101	0	2000	150	2007103	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7104	??	KNIGHT	MONSTER	MELEE	100	100	NOMOVE	0		STUN,SLOW,TERROR	0	guild_target_hwacha	0	0	0	90	0	0	0	200000	20	3	114800	172300	3000000	150	101	101	0	2000	150	2007104	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7105	??	KNIGHT	MONSTER	MELEE	100	100	NOMOVE	0		STUN,SLOW,TERROR	0	guild_target_bonghwa	0	0	0	90	0	0	0	300000	20	1	114800	172300	3000000	150	101	101	0	2000	150	2007105	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7106	??	KNIGHT	MONSTER	MELEE	100	100	NOMOVE	0		STUN,SLOW,TERROR	0		0	0	0	90	0	0	0	300000	20	1	114800	172300	3000000	150	101	101	0	2000	150	2007106	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7107	??	KING	STONE	SPECIAL	85	100	NOMOVE	0		STUN,SLOW,TERROR	0		0	0	0	78	0	0	0	330000	5	1	114800	172300	1080	73	7122	7122	0	2000	150	2007107	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7108	??	KING	STONE	SPECIAL	85	100	NOMOVE	0		STUN,SLOW,TERROR	0		0	0	0	78	0	0	0	330000	5	1	114800	172300	1080	73	7122	7122	0	2000	150	2007108	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7109	??	KING	STONE	SPECIAL	85	100	NOMOVE	0		STUN,SLOW,TERROR	0		0	0	0	78	0	0	0	330000	5	1	114800	172300	1080	73	7117	7117	0	2000	150	2007109	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7110	??	KING	STONE	SPECIAL	85	100	NOMOVE	0		STUN,SLOW,TERROR	0		0	0	0	78	0	0	0	330000	5	1	114800	172300	1080	73	7117	7117	0	2000	150	2007110	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7111	??	KING	STONE	SPECIAL	85	100	NOMOVE	0		STUN,SLOW,TERROR	0		0	0	0	78	0	0	0	330000	5	1	114800	172300	1080	73	7117	7117	0	2000	150	2007111	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7112	??	KING	STONE	SPECIAL	85	100	NOMOVE	0		STUN,SLOW,TERROR	0		0	0	0	78	0	0	0	330000	5	1	114800	172300	1080	73	7117	7117	0	2000	150	2007112	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7113	??	S_PAWN	MONSTER	MELEE	72	100	AGGR	0			0	monkey	0	60	80	40	20	95	116	15616	3	5	114800	172300	60000	79	90	100	100	2000	150	2007113	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764879	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7114	??	S_PAWN	MONSTER	MELEE	73	100	AGGR	0			0	monkey	0	61	81	40	20	87	131	17217	7	5	114800	172300	60000	85	100	100	100	2000	850	2007114	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764879	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7115	??	S_PAWN	MONSTER	MELEE	74	100	AGGR	0			0	monkey	0	61	81	41	20	79	147	20287	12	10	114800	172300	60000	88	110	100	100	2000	150	2007115	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764879	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7116	??	KNIGHT	MONSTER	MELEE	74	100	AGGR	0		STUN,SLOW	0	monkey	0	62	82	41	20	107	131	27712	7	10	114800	172300	60000	79	110	100	100	2000	150	2007116	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	16764879	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7117	??	KNIGHT	MONSTER	MELEE	75	100	AGGR	0		STUN,SLOW	0	monkey	0	83	41	62	21	108	132	28282	7	10	114800	172300	60000	85	90	100	100	2000	150	2007117	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	16764879	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7118	??	KNIGHT	MONSTER	MELEE	76	100	AGGR	0		STUN,SLOW	0	monkey	0	84	63	42	21	109	133	28858	7	10	114800	172300	60000	88	80	100	100	2000	150	2007118	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	16764879	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7119	??	S_KNIGHT	MONSTER	MELEE	76	100	AGGR	0		STUN,SLOW	0	monkey	0	99	97	42	21	119	146	47716	15	15	114800	172300	60000	79	70	100	100	2000	150	2007119	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	2.0	0	0	16764879	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7120	??	S_PAWN	MONSTER	MELEE	72	200	AGGR	0			0	nersluck_1	0	85	43	65	22	112	208	73024	10	7	114800	172300	60000	85	110	110	100	2000	150	2007120	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764879	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7121	??	S_KNIGHT	MONSTER	MELEE	73	100	AGGR	0			0	nersluck_2	0	85	43	65	22	140	172	111222	6	10	114800	172300	60000	79	110	100	100	2000	150	2007121	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764879	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7122	??	S_PAWN	MONSTER	MELEE	74	100	AGGR	0			0	nersluck_3	0	85	43	65	22	112	208	121053	10	7	114800	172300	60000	85	80	100	100	2000	150	2007122	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	0	1.0	0	0	16764879	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7123	??	BOSS	MONSTER	MELEE	75	180	AGGR	0	ANIMAL,ATT_ICE	STUN,SLOW,TERROR	0	fox_ninetail	0	88	49	57	19	140	172	265680	10	10	114800	172300	722400	84	100	100	0	2000	150	2007123	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	20	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7124	??	BOSS	MONSTER	MELEE	85	200	AGGR	0	ATT_ELEC	STUN,SLOW,TERROR	0	yellow_tigerman	0	88	49	57	19	140	172	265680	10	10	114800	172300	722400	84	100	100	0	2000	150	2007124	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	20	2.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8001	??	KING	STONE	SPECIAL	5	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	6	0	0	0	14550	5	1	50000	84390	30	8	104	109	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8002	??	KING	STONE	SPECIAL	10	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	12	0	0	0	23250	5	1	50000	84390	90	14	110	114	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8003	??	KING	STONE	SPECIAL	15	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	18	0	0	0	34050	5	1	50000	84390	150	19	115	121	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8004	??	KING	STONE	SPECIAL	55	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	6	0	0	0	500000	60	1	100	100	100	4	122	126	0	2000	175	0	0	0	0	0	0	0	0	0	0	-75	-75	-75	0	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8005	??	KING	STONE	SPECIAL	25	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	30	0	0	0	63450	5	1	50000	84390	360	30	305	310	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8006	??	KING	STONE	SPECIAL	30	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	36	0	0	0	80250	5	1	50000	84390	450	35	401	411	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8007	??	KING	STONE	SPECIAL	35	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	42	0	0	0	98700	5	1	50000	84390	540	41	501	507	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8008	??	KING	STONE	SPECIAL	175	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	48	0	0	0	250000	5	1	50000	84390	630	46	614	614	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8010	??	KING	STONE	SPECIAL	50	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	60	0	0	0	167850	5	1	50000	84390	810	57	901	913	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8011	??	KING	STONE	SPECIAL	55	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	66	0	0	0	195900	5	1	50000	84390	900	63	714	726	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8012	??	KING	STONE	SPECIAL	60	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	72	0	0	0	226650	5	1	50000	84390	990	68	2101	2109	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8013	??	KING	STONE	SPECIAL	65	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	78	0	0	0	260250	5	1	50000	84390	1080	73	1101	1113	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8014	??	KING	STONE	SPECIAL	70	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	91	0	0	0	296550	5	1	50000	84390	1170	79	2201	2207	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8015	??	KING	STONE	SPECIAL	145	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	60	0	0	0	250000	5	1	50000	84390	810	57	901	913	0	2000	175	0	0	0	0	0	0	0	0	-25	-25	-50	-50	-50	-25	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8016	??	KING	STONE	SPECIAL	145	100	NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	66	0	0	0	250000	5	1	50000	84390	900	63	714	726	0	2000	175	0	0	0	0	0	0	0	0	-25	-25	-50	-50	-50	-25	80	80	80	100	100	0	0.0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
